lakeid,year4,year_fraction,start_daynum,end_daynum,duration,med_daynum,med_date,trap,size_fraction,mass_flux,particle_mass_mg,particle_mass_conc_mg_per_l,volume_l,ratio_n,ratio_c,ratio_p,flux_n,flux_c,flux_p,flag,comments
CR,1986,1986.49,160,198,38,179,1986-06-28,,<111,162.47,,,,0.022,0.271,0.0014,3.54,44,0.235,,
CR,1986,1986.49,160,198,38,179,1986-06-28,,>111,92.05,,,,0.075,0.475,0.0015,6.94,43.71,0.139,,
CR,1986,1986.581,198,226,28,212,1986-07-31,,<111,150.41,,,,0.078,0.272,0.0011,11.7,40.88,0.163,,
CR,1986,1986.581,198,226,28,212,1986-07-31,,>111,57.81,,,,0.087,0.469,0.0026,5.01,27.12,0.151,,
CR,1986,1986.658,226,254,28,240,1986-08-28,,<111,103.84,,,,0.079,0.28,0.0025,8.21,29.03,0.258,,
CR,1986,1986.658,226,254,28,240,1986-08-28,,>111,115.62,,,,0.108,0.474,0.0015,12.53,54.76,0.17,,
CR,1986,1986.733,254,281,27,267.5,1986-09-24,,<111,400,,,,0.035,0.267,0.0022,14.12,106.88,0.89,,
CR,1986,1986.733,254,281,27,267.5,1986-09-24,,>111,199.45,,,,0.102,0.48,0.0033,20.3,95.82,0.668,,
CR,1986,1986.805,280,308,28,294,1986-10-21,,<111,264.38,,,,0.032,0.276,0.0035,8.33,72.86,0.913,,
CR,1986,1986.805,280,308,28,294,1986-10-21,,>111,53.97,,,,0.074,0.415,0.0024,3.97,22.37,0.132,,
CR,1987,1987.341,110,139,29,124.5,1987-05-04,,<111,94.79,,,,0.091,0.318,0.0022,8.58,30.13,0.208,,
CR,1987,1987.341,110,139,29,124.5,1987-05-04,,>111,27.95,,,,0.039,0.353,0.0024,1.08,9.87,0.066,,
CR,1987,1987.415,139,164,25,151.5,1987-05-31,,<111,112.33,,,,0.109,0.268,0.0021,12.24,30.1,0.237,,
CR,1987,1987.415,139,164,25,151.5,1987-05-31,,>111,58.36,,,,0.076,0.498,0.0075,4.45,29.06,0.438,,
CR,1987,1987.495,164,197,33,180.5,1987-06-29,,<111,81.37,,,,0.09,0.26,0.0024,7.36,21.16,0.199,,
CR,1987,1987.495,164,197,33,180.5,1987-06-29,,>111,37.81,,,,0.072,0.446,0.0074,2.72,16.85,0.28,,
CR,1987,1987.577,197,224,27,210.5,1987-07-29,,<111,270.14,,,,0.031,0.27,0.0039,8.37,72.94,1.05,,
CR,1987,1987.577,197,224,27,210.5,1987-07-29,,>111,98.63,,,,0.086,0.467,0.0108,8.44,46.04,1.062,,
CR,1987,1987.651,224,251,27,237.5,1987-08-25,,<111,300.82,,,,0.043,0.269,0.0035,12.82,80.92,1.054,,
CR,1987,1987.651,224,251,27,237.5,1987-08-25,,>111,129.32,,,,0.091,0.483,0.0041,11.81,62.49,0.528,,
CR,1987,1987.727,251,280,29,265.5,1987-09-22,,<111,508.77,,,,0.025,0.217,0.0046,12.92,110.56,2.365,,
CR,1987,1987.727,251,280,29,265.5,1987-09-22,,>111,143.01,,,,0.079,0.45,0.0036,11.31,64.31,0.51,,
CR,1987,1987.805,280,308,28,294,1987-10-21,,<111,535.89,,,,0.039,0.264,0.0034,21.01,141.42,1.824,,
CR,1987,1987.805,280,308,28,294,1987-10-21,,>111,33.42,,,,0.07,0.417,0.0043,2.34,13.92,0.142,,
CR,1988,1988.361,117,147,30,132,1988-05-11,1,<111,116.58,,,,0.028,0.277,0.0018,3.23,32.24,0.21,,
CR,1988,1988.361,117,147,30,132,1988-05-11,1,>111,25.55,,,,0.05,0.397,0.0002,1.27,10.15,0.005,,
CR,1988,1988.361,117,147,30,132,1988-05-11,2,<111,126.85,,,,0.031,0.278,0.0022,3.96,35.21,0.273,,
CR,1988,1988.361,117,147,30,132,1988-05-11,2,>111,29.62,,,,0.064,0.453,0.0026,1.89,13.42,0.077,,
CR,1988,1988.44,147,175,28,161,1988-06-09,1,<111,114.66,,,,0.051,0.276,0.0018,5.84,31.7,0.211,,
CR,1988,1988.44,147,175,28,161,1988-06-09,1,>111,17.67,,,,,,0.0071,,,0.125,,
CR,1988,1988.44,147,175,28,161,1988-06-09,2,<111,99.14,,,,,,0.0019,,,0.187,,
CR,1988,1988.44,147,175,28,161,1988-06-09,2,>111,14.8,,,,,,0.0055,,,0.081,,
CR,1988,1988.516,175,203,28,189,1988-07-07,1,<111,78.32,,,,0.032,0.244,0.0023,2.48,19.11,0.18,,
CR,1988,1988.516,175,203,28,189,1988-07-07,1,>111,37.66,,,,,,0.0058,,,0.217,,
CR,1988,1988.516,175,203,28,189,1988-07-07,2,<111,159.36,,,,0.032,0.254,0.0031,5.11,40.42,0.489,,
CR,1988,1988.516,175,203,28,189,1988-07-07,2,>111,47.3,,,,,,0.0061,,,0.291,,
CR,1988,1988.592,203,230,27,216.5,1988-08-03,1,<111,285.13,,,,0.026,0.208,0.0025,7.38,59.18,0.707,,
CR,1988,1988.592,203,230,27,216.5,1988-08-03,1,>111,78.66,,,,0.079,0.434,0.003,6.19,34.16,0.238,,
CR,1988,1988.592,203,230,27,216.5,1988-08-03,2,<111,311.19,,,,0.03,0.223,0.0026,9.22,69.35,0.794,,
CR,1988,1988.592,203,230,27,216.5,1988-08-03,2,>111,58.69,,,,0.087,0.451,0.0031,5.11,26.44,0.182,,
CR,1988,1988.665,230,257,27,243.5,1988-08-30,1,<111,97.3,,,,0.097,0.233,0.0028,9.44,22.68,0.268,,
CR,1988,1988.665,230,257,27,243.5,1988-08-30,1,>111,29.58,,,,0.086,0.46,0.0048,2.55,13.6,0.143,,
CR,1988,1988.74,257,285,28,271,1988-09-27,1,<111,272.11,,,,0.03,0.279,0.0054,8.09,75.86,1.458,,
CR,1988,1988.74,257,285,28,271,1988-09-27,1,>111,142.76,,,,0.083,0.427,0.0048,11.86,61.02,0.685,,
CR,1988,1988.74,257,285,28,271,1988-09-27,2,<111,394.88,,,,0.054,0.25,0.0053,21.44,98.69,2.083,,
CR,1988,1988.74,257,285,28,271,1988-09-27,2,>111,246.07,,,,0.093,0.473,0.0041,22.8,116.34,1.012,,
CR,1988,1988.817,285,313,28,299,1988-10-25,1,<111,502.75,,,,0.027,0.217,0.0034,13.48,109.15,1.73,,
CR,1988,1988.817,285,313,28,299,1988-10-25,1,>111,33.28,,,,0.076,0.42,0.0045,2.51,13.99,0.149,,
CR,1989,1989.375,122,152,30,137,1989-05-17,,<210,64.29,,,,0.049,0.364,0.0026,3.17,23.39,0.165,,
CR,1989,1989.375,122,152,30,137,1989-05-17,,>210,,,,,0.055,0.375,0.0024,,,,,
CR,1989,1989.455,152,180,28,166,1989-06-15,,<210,99.72,,,,0.082,0.245,0.0022,8.22,24.46,0.215,,
CR,1989,1989.455,152,180,28,166,1989-06-15,,>210,,,,,0.038,0.333,0.0023,,,,,
CR,1989,1989.532,180,208,28,194,1989-07-13,,<210,186.19,,,,0.026,0.211,0.0043,4.83,39.34,0.801,,
CR,1989,1989.532,180,208,28,194,1989-07-13,,>210,,,,,0.06,0.415,0.0034,,,,,
CR,1989,1989.608,208,236,28,222,1989-08-10,,<210,305.97,,,,0.032,0.285,0.0055,9.94,87.32,1.669,,
CR,1989,1989.608,208,236,28,222,1989-08-10,,>210,178.05,,,,0.084,0.414,0.0025,15.03,73.76,0.439,,
CR,1989,1989.685,236,264,28,250,1989-09-07,,<210,100.51,,,,0.052,0.321,0.0066,5.27,32.27,0.659,,
CR,1989,1989.685,236,264,28,250,1989-09-07,,>210,148.79,,,,0.072,0.439,0.0033,10.75,65.39,0.491,,
CR,1989,1989.762,264,292,28,278,1989-10-05,,<210,286.62,,,,0.046,0.245,0.0051,13.2,70.18,1.461,,
CR,1989,1989.762,264,292,28,278,1989-10-05,,>210,75.18,,,,0.077,0.366,0.0034,5.77,27.51,0.259,,
CR,1989,1989.837,292,319,27,305.5,1989-11-01,,<210,157.78,,,,0.022,0.22,0.0061,3.48,34.64,0.957,,
CR,1989,1989.837,292,319,27,305.5,1989-11-01,,>210,34.46,,,,0.063,0.368,0.0046,2.17,12.69,0.158,,
CR,1990,1990.375,123,151,28,137,1990-05-17,1,<210,186.33,,,,0.05,0.367,0.0031,9.26,68.4,0.568,,
CR,1990,1990.375,123,151,28,137,1990-05-17,1,>210,32.12,,,,0.052,0.401,0.0028,1.66,12.89,0.089,,
CR,1990,1990.375,123,151,28,137,1990-05-17,2,<210,230.31,,,,0.042,0.361,0.0031,9.74,83.08,0.703,,
CR,1990,1990.375,123,151,28,137,1990-05-17,2,>210,81.09,,,,0.03,0.322,0.003,2.43,26.13,0.244,,
CR,1990,1990.453,151,180,29,165.5,1990-06-14,1,<210,109.27,,,,0.026,0.243,0.0033,2.86,26.56,0.359,,
CR,1990,1990.453,151,180,29,165.5,1990-06-14,1,>210,39.56,,,,,0.35,0.0025,,13.85,0.099,,
CR,1990,1990.453,151,180,29,165.5,1990-06-14,2,<210,89.29,,,,0.025,0.27,0.0032,2.27,24.14,0.283,,
CR,1990,1990.453,151,180,29,165.5,1990-06-14,2,>210,38.84,,,,,0.334,,,12.97,,,
CR,1990,1990.529,180,206,26,193,1990-07-12,1,<210,71.67,,,,,0.305,0.0028,,21.86,0.199,,
CR,1990,1990.529,180,206,26,193,1990-07-12,1,>210,86.7,,,,,0.393,0.004,,34.06,0.348,,
CR,1990,1990.529,180,206,26,193,1990-07-12,2,<210,249.53,,,,0.029,0.33,0.0029,7.33,82.4,0.735,,
CR,1990,1990.529,180,206,26,193,1990-07-12,2,>210,57.86,,,,0.073,0.433,0.0045,4.25,25.08,0.26,,
CR,1990,1990.607,206,237,31,221.5,1990-08-09,1,<210,113.18,,,,0.033,0.299,0.004,3.75,33.85,0.456,,
CR,1990,1990.607,206,237,31,221.5,1990-08-09,1,>210,84.19,,,,0.068,0.436,0.0001,5.72,36.7,0.009,,
CR,1990,1990.607,206,237,31,221.5,1990-08-09,2,<210,231.58,,,,0.029,0.265,0.0043,6.62,61.4,0.994,,
CR,1990,1990.607,206,237,31,221.5,1990-08-09,2,>210,84.63,,,,0.062,0.369,0.003,5.21,31.26,0.257,,
CR,1990,1990.684,237,262,25,249.5,1990-09-06,1,<210,138.51,,,,0.036,0.271,0.0067,4.92,37.61,0.932,,
CR,1990,1990.684,237,262,25,249.5,1990-09-06,1,>210,440.73,,,,0.057,0.41,0.0064,25,180.82,2.84,,
CR,1990,1990.684,237,262,25,249.5,1990-09-06,2,<210,329.15,,,,0.037,0.292,0.0071,12.05,96,2.324,,
CR,1990,1990.684,237,262,25,249.5,1990-09-06,2,>210,397.94,,,,0.088,0.428,0.0073,35.07,170.15,2.916,,
CR,1990,1990.756,262,290,28,276,1990-10-03,1,<210,143.6,,,,0.022,0.323,0.005,3.22,46.39,0.718,,
CR,1990,1990.756,262,290,28,276,1990-10-03,1,>210,136.53,,,,0.391,0.407,0.0036,53.4,55.52,0.492,,
CR,1990,1990.756,262,290,28,276,1990-10-03,2,<210,732.25,,,,0.024,0.284,0.0046,17.68,208.14,3.4,,
CR,1990,1990.756,262,290,28,276,1990-10-03,2,>210,67.95,,,,0.069,0.364,0.0038,4.7,24.71,0.259,,
CR,1990,1990.833,290,318,28,304,1990-10-31,1,<210,122.7,,,,0.024,0.217,0.0044,3,26.66,0.545,,
CR,1990,1990.833,290,318,28,304,1990-10-31,1,>210,21.45,,,,0.038,0.281,0.0031,0.83,6.03,0.068,,
CR,1990,1990.833,290,318,28,304,1990-10-31,2,<210,149.5,,,,0.025,0.218,0.005,3.67,32.61,0.746,,
CR,1990,1990.833,290,318,28,304,1990-10-31,2,>210,22.82,,,,0.062,0.378,0.003,1.42,8.62,0.068,,
CR,1991,1991.39,128,157,29,142.5,1991-05-22,1,<210,233.44,,,,0.038,0.367,0.004,8.75,85.72,0.941,,
CR,1991,1991.39,128,157,29,142.5,1991-05-22,1,>210,15.76,,,,,,,,,,,
CR,1991,1991.39,128,157,29,142.5,1991-05-22,2,<210,121.76,,,,0.027,0.332,0.0038,3.27,40.42,0.463,,
CR,1991,1991.39,128,157,29,142.5,1991-05-22,2,>210,10.72,,,,0.027,0.277,0.0013,0.29,2.97,0.014,,
CR,1991,1991.466,157,183,26,170,1991-06-19,1,<210,58.01,,,,0.095,0.287,0.004,5.51,16.66,0.234,,
CR,1991,1991.466,157,183,26,170,1991-06-19,1,>210,23.57,,,,0.062,0.417,0.0005,1.45,9.82,0.013,,
CR,1991,1991.466,157,183,26,170,1991-06-19,2,<210,218.99,,,,0.041,0.306,0.0025,9.05,67.01,0.542,,
CR,1991,1991.466,157,183,26,170,1991-06-19,2,>210,34.92,,,,0.067,0.443,0.0033,2.34,15.47,0.115,,
CR,1991,1991.542,183,213,30,198,1991-07-17,2,<210,220.77,,,,0.039,0.291,0.0035,8.61,64.18,0.784,,
CR,1991,1991.542,183,213,30,198,1991-07-17,2,>210,48.13,,,,0.051,0.283,0.003,2.43,13.64,0.145,,
CR,1991,1991.622,213,241,28,227,1991-08-15,1,<210,9.11,,,,0.052,0.339,0.0018,0.48,3.09,0.017,,
CR,1991,1991.622,213,241,28,227,1991-08-15,1,>210,4.52,,,,,,,,,,,
CR,1991,1991.622,213,241,28,227,1991-08-15,2,<210,129.87,,,,0.064,0.349,0.0079,8.34,45.36,1.023,,
CR,1991,1991.622,213,241,28,227,1991-08-15,2,>210,31.37,,,,0.072,0.395,0.0052,2.27,12.4,0.164,,
CR,1991,1991.697,241,268,27,254.5,1991-09-11,1,<210,161.58,,,,0.038,0.312,0.0041,6.18,50.43,0.657,,
CR,1991,1991.697,241,268,27,254.5,1991-09-11,1,>210,43.34,,,,0.077,0.455,0.0027,3.32,19.74,0.116,,
CR,1991,1991.697,241,268,27,254.5,1991-09-11,2,<210,130.91,,,,0.039,0.313,0.004,5.13,40.94,0.523,,
CR,1991,1991.697,241,268,27,254.5,1991-09-11,2,>210,46.22,,,,0.073,0.4,0.0024,3.38,18.46,0.112,,
CR,1991,1991.784,268,304,36,286,1991-10-13,2,<210,95.8,,,,0.039,0.254,0.0042,3.78,24.34,0.403,,
CR,1991,1991.784,268,304,36,286,1991-10-13,2,>210,49.42,,,,0.082,0.466,0.0025,4.07,23.05,0.125,,
CR,1992,1992.381,126,153,27,139.5,1992-05-18,1,<210,372.47,25.14,437.17,,,,,,,,,
CR,1992,1992.381,126,153,27,139.5,1992-05-18,1,>210,10.83,2.15,63.39,,,,,,,,,
CR,1992,1992.381,126,153,27,139.5,1992-05-18,2,<210,70.66,4.17,63.86,,,,,,,,,
CR,1992,1992.381,126,153,27,139.5,1992-05-18,2,>210,2.42,0.69,14.76,,,,,,,,,
CR,1992,1992.464,153,187,34,170,1992-06-18,1,<210,98.11,7.52,154.81,,,,,,,,,
CR,1992,1992.464,153,187,34,170,1992-06-18,1,>210,5.6,1.23,30.52,,,,,,,,,
CR,1992,1992.464,153,187,34,170,1992-06-18,2,<210,17.59,1.29,25.56,,,,,,,,,
CR,1992,1992.464,153,187,34,170,1992-06-18,2,>210,0.77,0.16,3.6,,,,,,,,,
CR,1992,1992.544,187,211,24,199,1992-07-17,1,<210,157.17,9.23,166.31,,,,,,,,,
CR,1992,1992.544,187,211,24,199,1992-07-17,1,>210,14.77,1.39,27.53,,,,,,,,,
CR,1992,1992.544,187,211,24,199,1992-07-17,2,>210,22.14,2.46,54.86,,,,,,,,,
CR,1992,1992.544,187,211,24,199,1992-07-17,2,<210,54.34,3.46,52.68,,,,,,,,,
CR,1992,1992.612,211,237,26,224,1992-08-11,1,<210,283.45,13.75,248.19,,,,,,,,,
CR,1992,1992.612,211,237,26,224,1992-08-11,1,>210,127.12,10.46,224.36,,,,,,,,,
CR,1992,1992.612,211,237,26,224,1992-08-11,2,>210,,9.71,,,,,,,,,,
CR,1992,1992.612,211,237,26,224,1992-08-11,2,<210,,,,,,,,,,,,
CR,1992,1992.686,237,265,28,251,1992-09-07,1,<210,114.88,4.83,120.85,,,,,,,,,
CR,1992,1992.686,237,265,28,251,1992-09-07,1,>210,43.06,24.42,81.97,,,,,,,,,
CR,1992,1992.686,237,265,28,251,1992-09-07,2,>210,204.93,14.98,408.04,,,,,,,,,
CR,1992,1992.686,237,265,28,251,1992-09-07,2,<210,11.26,7.37,15.85,,,,,,,,,
CR,1992,1992.762,265,293,28,279,1992-10-05,1,<210,201.33,8.52,241.93,,,,,,,,,
CR,1992,1992.762,265,293,28,279,1992-10-05,1,>210,109.37,7.66,202.75,,,,,,,,,
CR,1992,1992.762,265,293,28,279,1992-10-05,2,<210,321.35,9.23,322.62,,,,,,,,,
CR,1992,1992.762,265,293,28,279,1992-10-05,2,>210,75.02,4.73,147.26,,,,,,,,,
CR,1992,1992.828,293,313,20,303,1992-10-29,1,<210,117.85,5.29,120.59,,,,,,,,,
CR,1992,1992.828,293,313,20,303,1992-10-29,1,>210,13.72,2.02,54.39,,,,,,,,,
CR,1992,1992.828,293,313,20,303,1992-10-29,2,<210,76.52,2.77,71.11,,,,,,,,,
CR,1992,1992.828,293,313,20,303,1992-10-29,2,>210,9.21,1.36,38.07,,,,,,,,,
CR,1993,1993.362,125,139,14,132,1993-05-12,1,CYL,358.52,,12.1,,,,,,,,,
CR,1993,1993.362,125,139,14,132,1993-05-12,2,CYL,287.88,,10.12,,,,,,,,,
CR,1993,1993.362,125,139,14,132,1993-05-12,1,<210,362.57,,194.28,,,,,,,,,
CR,1993,1993.362,125,139,14,132,1993-05-12,1,>210,23.03,,38.12,,,,,,,,,
CR,1993,1993.362,125,139,14,132,1993-05-12,2,<210,346.39,,200.14,,,,,,,,,
CR,1993,1993.362,125,139,14,132,1993-05-12,2,>210,9.87,,19.52,,,,,,,,,
CR,1993,1993.4,139,153,14,146,1993-05-26,1,CYL,289.87,,10.47,,,,,,,,,
CR,1993,1993.4,139,153,14,146,1993-05-26,1,<210,397.66,,132.86,,,,,,,,,
CR,1993,1993.4,139,153,14,146,1993-05-26,1,>210,41.12,,57.09,,,,,,,,,
CR,1993,1993.4,139,153,14,146,1993-05-26,2,<210,424.02,,166.47,,,,,,,,,
CR,1993,1993.4,139,153,14,146,1993-05-26,2,>210,27.58,,36.74,,,,,,,,,
CR,1993,1993.432,153,162,9,157.5,1993-06-06,1,CYL,208.97,,5.03,,,,,,,,,
CR,1993,1993.432,153,162,9,157.5,1993-06-06,2,CYL,334.8,,7.24,,,,,,,,,
CR,1993,1993.432,153,162,9,157.5,1993-06-06,1,<210,241.33,,88.31,,,,,,,,,
CR,1993,1993.432,153,162,9,157.5,1993-06-06,1,>210,60.49,,87.56,,,,,,,,,
CR,1993,1993.432,153,162,9,157.5,1993-06-06,2,<210,268.08,,111.8,,,,,,,,,
CR,1993,1993.432,153,162,9,157.5,1993-06-06,2,>210,62.41,,75.05,,,,,,,,,
CR,1993,1993.462,162,175,13,168.5,1993-06-17,1,CYL,356.14,,10.19,,,,,,,,,
CR,1993,1993.462,162,175,13,168.5,1993-06-17,1,<210,325.94,,155.06,,,,,,,,,
CR,1993,1993.462,162,175,13,168.5,1993-06-17,1,>210,25.85,,25.42,,,,,,,,,
CR,1993,1993.462,162,175,13,168.5,1993-06-17,2,<210,95.45,,51.12,,,,,,,,,
CR,1993,1993.462,162,175,13,168.5,1993-06-17,2,>210,63.11,,103.89,,,,,,,,,
CR,1993,1993.496,175,187,12,181,1993-06-30,1,CYL,300.14,,9.32,,,,,,,,,
CR,1993,1993.496,175,187,12,181,1993-06-30,2,CYL,364.39,,11.08,,,,,,,,,
CR,1993,1993.496,175,187,12,181,1993-06-30,1,<210,248.76,,102.7,,,,,,,,,
CR,1993,1993.496,175,187,12,181,1993-06-30,1,>210,32.56,,34,,,,,,,,,
CR,1993,1993.496,175,187,12,181,1993-06-30,2,<210,314.96,,132.8,,,,,,,,,
CR,1993,1993.496,175,187,12,181,1993-06-30,2,>210,31.36,,37.31,,,,,,,,,
CR,1993,1993.532,187,201,14,194,1993-07-13,1,CYL,265.45,,10.38,,,,,,,,,
CR,1993,1993.532,187,201,14,194,1993-07-13,2,CYL,349.28,,11.01,,,,,,,,,
CR,1993,1993.532,187,201,14,194,1993-07-13,1,<210,128.41,,73.96,,,,,,,,,
CR,1993,1993.532,187,201,14,194,1993-07-13,1,>210,39.57,,55.43,,,,,,,,,
CR,1993,1993.532,187,201,14,194,1993-07-13,2,<210,110.15,,57.1,,,,,,,,,
CR,1993,1993.532,187,201,14,194,1993-07-13,2,>210,51.62,,66.36,,,,,,,,,
CR,1993,1993.57,201,215,14,208,1993-07-27,1,CYL,281.94,,10.22,,,,,,,,,
CR,1993,1993.57,201,215,14,208,1993-07-27,2,CYL,277.83,,12.86,,,,,,,,,
CR,1993,1993.57,201,215,14,208,1993-07-27,1,>210,41.43,,51.93,,,,,,,,,
CR,1993,1993.57,201,215,14,208,1993-07-27,2,<210,133.59,,68.96,,,,,,,,,
CR,1993,1993.57,201,215,14,208,1993-07-27,2,>210,23.9,,38.66,,,,,,,,,
CR,1993,1993.608,215,229,14,222,1993-08-10,1,CYL,262.19,,8.78,,,,,,,,,
CR,1993,1993.608,215,229,14,222,1993-08-10,2,CYL,244,,7.78,,,,,,,,,
CR,1993,1993.608,215,229,14,222,1993-08-10,1,<210,211.44,,95.69,,,,,,,,,
CR,1993,1993.608,215,229,14,222,1993-08-10,1,>210,92.88,,141.63,,,,,,,,,
CR,1993,1993.608,215,229,14,222,1993-08-10,2,<210,163.06,,76.83,,,,,,,,,
CR,1993,1993.608,215,229,14,222,1993-08-10,2,>210,76.5,,80.4,,,,,,,,,
CR,1993,1993.644,229,241,12,235,1993-08-23,2,CYL,280.5,,8.63,,,,,,,,,
CR,1993,1993.644,229,241,12,235,1993-08-23,1,<210,150.33,,63.1,,,,,,,,,
CR,1993,1993.644,229,241,12,235,1993-08-23,1,>210,49.09,,63.28,,,,,,,,,
CR,1993,1993.644,229,241,12,235,1993-08-23,2,<210,421.7,,220.95,,,,,,,,,
CR,1993,1993.644,229,241,12,235,1993-08-23,2,>210,34.05,,38.5,,,,,,,,,
CR,1993,1993.682,241,257,16,249,1993-09-06,1,CYL,103.69,,4.27,,,,,,,,,
CR,1993,1993.682,241,257,16,249,1993-09-06,2,CYL,108.28,,4.18,,,,,,,,,
CR,1993,1993.682,241,257,16,249,1993-09-06,1,<210,255.88,,123.81,,,,,,,,,
CR,1993,1993.682,241,257,16,249,1993-09-06,1,>210,262.7,,272.93,,,,,,,,,
CR,1993,1993.682,241,257,16,249,1993-09-06,2,<210,173.03,,81.22,,,,,,,,,
CR,1993,1993.682,241,257,16,249,1993-09-06,2,>210,177.28,,317.94,,,,,,,,,
CR,1993,1993.726,257,273,16,265,1993-09-22,1,CYL,170.27,,8.32,,,,,,,,,
CR,1993,1993.726,257,273,16,265,1993-09-22,1,<210,99.86,,28.58,,,,,,,,,
CR,1993,1993.726,257,273,16,265,1993-09-22,1,>210,107.38,,167.74,,,,,,,,,
CR,1993,1993.774,273,292,19,282.5,1993-10-09,1,CYL,91.83,,4.53,,,,,,,,,
CR,1993,1993.774,273,292,19,282.5,1993-10-09,2,CYL,160.61,,9.95,,,,,,,,,
CR,1993,1993.774,273,292,19,282.5,1993-10-09,1,<210,163.53,,103.24,,,,,,,,,
CR,1993,1993.774,273,292,19,282.5,1993-10-09,1,>210,171.41,,309.55,,,,,,,,,
CR,1993,1993.774,273,292,19,282.5,1993-10-09,2,<210,188.48,,118.98,,,,,,,,,
CR,1993,1993.774,273,292,19,282.5,1993-10-09,2,>210,159.48,,259.58,,,,,,,,,
CR,1993,1993.829,292,313,21,302.5,1993-10-29,1,CYL,172.69,,8.68,,,,,,,,,
CR,1993,1993.829,292,313,21,302.5,1993-10-29,1,<210,139.42,,91.91,,,,,,,,,
CR,1993,1993.829,292,313,21,302.5,1993-10-29,1,>210,24.16,,32.87,,,,,,,,,
CR,1994,1994.69,237,265,28,251,1994-09-08,1,<210,116.36,4.51,131,0.41,,,,,,,P,
CR,1994,1994.69,237,265,28,251,1994-09-08,1,>210,72.41,14.83,278.8,0.12,,,,,,,P,
CR,1994,1994.69,237,265,28,251,1994-09-08,2,<210,134.26,8.06,171,0.363,,,,,,,P,
CR,1994,1994.69,237,265,28,251,1994-09-08,2,>210,264.09,37.11,946.6,0.129,,,,,,,P,
CR,1994,1994.76,265,293,28,279,1994-10-06,1,<210,115.99,6.75,158.7,0.338,,,,,,,P,
CR,1994,1994.76,265,293,28,279,1994-10-06,1,>210,68.04,7.42,177.1,0.178,,,,,,,P,
CR,1994,1994.76,265,293,28,279,1994-10-06,2,<210,109.5,5.87,155.8,0.325,,,,,,,P,
CR,1994,1994.76,265,293,28,279,1994-10-06,2,>210,117.53,14.12,366.6,0.148,,,,,,,P,
CR,1995,1995.377,123,152,29,137.5,1995-05-17,1,>210,18.49,,,,,,,,,,,
CR,1995,1995.377,123,152,29,137.5,1995-05-17,1,<210,62.62,,,,,,,,,,,
CR,1995,1995.377,123,152,29,137.5,1995-05-17,2,<210,46.65,,,,,,,,,,,
CR,1995,1995.377,123,152,29,137.5,1995-05-17,2,>210,80.68,,,,,,,,,,,
CR,1995,1995.455,152,180,28,166,1995-06-15,1,>210,43.41,,,,,,,,,,,
CR,1995,1995.455,152,180,28,166,1995-06-15,1,<210,137.43,,,,,,,,,,,
CR,1995,1995.455,152,180,28,166,1995-06-15,2,>210,22.61,,,,,,,,,,,
CR,1995,1995.455,152,180,28,166,1995-06-15,2,<210,49.37,,,,,,,,,,,
CR,1995,1995.533,180,209,29,194.5,1995-07-13,1,>210,69.47,,,,,,,,,,,
CR,1995,1995.533,180,209,29,194.5,1995-07-13,1,<210,116.53,,,,,,,,,,,
CR,1995,1995.533,180,209,29,194.5,1995-07-13,2,>210,109.21,,,,,,,,,,,
CR,1995,1995.533,180,209,29,194.5,1995-07-13,2,<210,145.57,,,,,,,,,,,
CR,1995,1995.61,209,236,27,222.5,1995-08-10,1,<210,285.99,,,,,,,,,,,
CR,1995,1995.61,209,236,27,222.5,1995-08-10,1,>210,301.95,,,,,,,,,,,
CR,1995,1995.61,209,236,27,222.5,1995-08-10,2,<210,227.63,,,,,,,,,,,
CR,1995,1995.61,209,236,27,222.5,1995-08-10,2,>210,227.75,,,,,,,,,,,
CR,1995,1995.685,236,264,28,250,1995-09-07,1,<210,155.85,,,,,,,,,,,
CR,1995,1995.685,236,264,28,250,1995-09-07,1,>210,330.93,,,,,,,,,,,
CR,1995,1995.685,236,264,28,250,1995-09-07,2,<210,78.13,,,,,,,,,,,
CR,1995,1995.685,236,264,28,250,1995-09-07,2,>210,114.69,,,,,,,,,,,
CR,1995,1995.763,264,293,29,278.5,1995-10-05,1,>210,95.82,,,,,,,,,,,
CR,1995,1995.763,264,293,29,278.5,1995-10-05,1,<210,98.76,,,,,,,,,,,
CR,1995,1995.763,264,293,29,278.5,1995-10-05,2,>210,85.94,,,,,,,,,,,
CR,1995,1995.763,264,293,29,278.5,1995-10-05,2,<210,224.12,,,,,,,,,,,
CR,1995,1995.838,293,319,26,306,1995-11-02,1,>210,135.72,,,,,,,,,,,
CR,1995,1995.838,293,319,26,306,1995-11-02,1,<210,171.03,,,,,,,,,,,
CR,1995,1995.838,293,319,26,306,1995-11-02,2,>210,97.95,,,,,,,,,,,
CR,1995,1995.838,293,319,26,306,1995-11-02,2,<210,193.46,,,,,,,,,,,
CR,1996,1996.406,134,163,29,148.5,1996-05-27,1,CYL,860.09,411.55,59.57,,,,,,,,,Samples not labelled trap A or B; randomly assigned
CR,1996,1996.406,134,163,29,148.5,1996-05-27,1,<210,16.25,7.78,28.5,,,,,,,,,Samples not labelled trap A or B; randomly assigned
CR,1996,1996.406,134,163,29,148.5,1996-05-27,1,>210,2.33,1.12,4.09,,,,,,,,,Samples not labelled trap A or B; randomly assigned
